created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;retweeted_status;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;extended_entities;possibly_sensitive;extended_tweet
Sat Nov 21 20:39:02 +0000 2020;1330249381669429255;1330249381669429255;RT @SocMilitar: Apoio ou atrapalho? Hélio Lopes, em teste de status na periferia carioca, demonstrou pouca força afastado da sombra de JAIR…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991142085;178831417;178831417;jorgejlcs;;;False;False;67;158;Sun Aug 15 20:28:30 +0000 2010;SocMilitar;Revista Sociedade Militar;349081033;349081033;;;;;;;
Sat Nov 21 20:39:02 +0000 2020;1330249381862387714;1330249381862387714;RT @PATRlOTAS: Impopular? Bolsonaro hoje no Amapá. https://t.co/UYKCWXlJwJ;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991142131;1257073337450274816;1257073337450274816;tadeu_jardim;São Paulo, Brasil;brasileiro, cristão, advogado, conservador e bolsonarista!;False;False;1552;1764;Sun May 03 22:23:58 +0000 2020;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:39:03 +0000 2020;1330249389647028230;1330249389647028230;"RT @JornalDaCidadeO: “Alguns falam que eu fui eleito nesse sistema. Fui eleito porque tive muito voto. Fui roubado demais”

https://t.co/N1…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991143987;1060673753791774720;1060673753791774720;Malb0r0_02;Calabasas, CA;Ansieso, depresso e síndrome do panick;False;False;124;122;Thu Nov 08 23:21:44 +0000 2018;JornalDaCidadeO;Jornal da Cidade Online;994303120376303616;994303120376303616;;;;;;;
Sat Nov 21 20:39:04 +0000 2020;1330249390506827777;1330249390506827777;"RT @GabrielCBrasil: Bolsonaro em 22 de março: covid vai matar menos de 800 pessoas no Brasil

Total de mortos em 21 de novembro: 168.662 (c…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;True;low;pt;1605991144192;16550185;16550185;arthurpcoelho;Brasília, DF;Ursinho carinhoso autoritário | Até o meio é lado e pelo menos eu tenho os lápis de cor;False;False;248;98;Wed Oct 01 20:52:54 +0000 2008;GabrielCBrasil;Gabriel Brasil;51505789;51505789;1.3301160152215757e+18;1330116015221575680;;;;;
Sat Nov 21 20:39:05 +0000 2020;1330249395980398595;1330249395980398595;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605991145497;370843365;370843365;nicollegvs;Perdida;Universitária, Psicologia 2/10 Surtando, pq agr a vida tá começando de vdd e eu me sinto como um nenê no meio da multidão... SHALOM;False;False;580;937;Fri Sep 09 18:39:15 +0000 2011;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:06 +0000 2020;1330249400816447493;1330249400816447493;"RT @Boscardin: O Brasil simplesmente precisa se livrar deste senhor.

 https://t.co/9MCVkdD9Qy";"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";False;;;;;;;;;;;False;low;pt;1605991146650;792683996;792683996;aleborges24;;;False;False;327;3404;Fri Aug 31 00:17:45 +0000 2012;Boscardin;🇮🇹🇧🇷 🇺🇸. ' .;159995198;159995198;;;;;;False;
Sat Nov 21 20:39:07 +0000 2020;1330249403538485257;1330249403538485257;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991147299;1025805512594612230;1025805512594612230;Nathaly_Aralli;;uma das ovelhas colorida da família 🏳️‍🌈;False;False;151;364;Sat Aug 04 18:07:47 +0000 2018;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:08 +0000 2020;1330249408861122561;1330249408861122561;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991148568;299239984;299239984;kevin_1895;Rio de Janeiro, Brasil;@thabitasleal 💘 ||  @Flamengo, tua glória é lutar! 🔴⚫;False;False;27;149;Sun May 15 18:49:41 +0000 2011;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:08 +0000 2020;1330249410018758656;1330249410018758656;RT @PATRlOTAS: No Amapá o povo ovaciona Bolsonaro e grita 'fora Davi Alcolumbre' https://t.co/ccYgBmybCr;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;es;1605991148844;1100473126150946817;1100473126150946817;TJrPereira81;Belém;"""Pra quem tem fé a vida nunca tem fim...""";False;False;1154;1354;Tue Feb 26 19:10:13 +0000 2019;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:39:09 +0000 2020;1330249412728250370;1330249412728250370;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605991149490;709894926864093184;709894926864093184;Ceccoli_;;;False;False;173;104;Wed Mar 16 00:11:54 +0000 2016;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:09 +0000 2020;1330249413944614918;1330249413944614918;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991149780;1250120352556089344;1250120352556089344;Rennanlsf;;isso aí msm que vc tá vendo;False;False;42;245;Tue Apr 14 17:55:48 +0000 2020;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:09 +0000 2020;1330249414120706049;1330249414120706049;"RT @Valente38Carla: Presidente Bolsonaro sendo bem recepcionado pela maioria dos Macapaenses. 
Para os contra.... CHORA QUE PASSA.
#Bolsona…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991149822;1656290641;1656290641;grajasbar;;conservador de direita por um Brasil  melhor e honesto.;False;False;2595;3273;Thu Aug 08 21:48:50 +0000 2013;Valente38Carla;Carla Valente;230344210;230344210;;;;;;;
Sat Nov 21 20:39:09 +0000 2020;1330249414569570304;1330249414569570304;RT @RGL4U: President Jair Bolsonaro about the attempt of installing racial tensions in Brazil. https://t.co/rFaI0mQQgd;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;en;1605991149929;68477889;68477889;erivaldocorreia;Santa Maria (RS), Brasil;"Ódio é  coisa de marica, pô!!!

#FechadoComBolsonaroAte2026";False;False;2191;2165;Mon Aug 24 18:40:01 +0000 2009;RGL4U;RAFAEL GL4U;786485891648851968;786485891648851968;;;;;;False;
Sat Nov 21 20:39:10 +0000 2020;1330249417018978313;1330249417018978313;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605991150513;134568043;134568043;_parrola;Belo Horizonte, Minas Gerais;este é um perfil sério;False;False;768;400;Sun Apr 18 20:23:59 +0000 2010;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:10 +0000 2020;1330249417081937929;1330249417081937929;RT @jandira_feghali: Bolsonaro nega o racismo e indica o lixo para os que lutam por seu direito à igualdade! Está, assim, autorizando o ass…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991150528;1064986794595418113;1064986794595418113;DTaturanah;;;False;False;190;373;Tue Nov 20 21:00:13 +0000 2018;jandira_feghali;Jandira Feghali 🇧🇷🚩;39116717;39116717;;;;;;;
Sat Nov 21 20:39:11 +0000 2020;1330249420781334530;1330249420781334530;RT @didiindignada: . https://t.co/QVtWf276NE;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;True;low;und;1605991151410;807331582382108672;807331582382108672;DiHernandes2;São Paulo, Brasil;"Indiferença é abulia, parasitismo, covardia, não é vida.
Por isso odeio os indiferentes.
Antonio Gramsci
 #ForaBolsonaroS. Todos.";False;False;3658;3847;Fri Dec 09 21:10:23 +0000 2016;didiindignada;Edileine;1275959510738370560;1275959510738370560;1.2730040049608745e+18;1273004004960874498;;;;False;
Sat Nov 21 20:39:12 +0000 2020;1330249424237420545;1330249424237420545;"RT @Elainnefaria1: Bolsonaro: 
""Sou daltônico: não existe uma cor de pele melhor do que outras. Existem homens bons e homens maus.""
 
Eu es…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991152234;1082336599004889088;1082336599004889088;Emidio08750121;;Bruto, rustico e sistemático!;False;False;592;763;Mon Jan 07 18:02:08 +0000 2019;Elainnefaria1;Elainne faria🇧🇷;4925532509;4925532509;;;;;;;
Sat Nov 21 20:39:13 +0000 2020;1330249430122041344;1330249430122041344;RT @PATRlOTAS: Impopular? Bolsonaro hoje no Amapá. https://t.co/UYKCWXlJwJ;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991153637;782980236589891584;782980236589891584;myllediogenesb;;"Diógenes Barros - Design gráfico
💡Identidade visual
💻Artes digitais
👇no link abaixo👇
https://mywhats.net/dbarrosdesign";False;False;322;524;Mon Oct 03 16:26:50 +0000 2016;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:39:13 +0000 2020;1330249431053197315;1330249431053197315;RT @olhar_geografic: Corregedor do TJ do Rio vai ao Planalto para encontro íntimo, fora da agenda, com Bolsonaro e se esconde atrás de pila…;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605991153859;2821301607;2821301607;fabiolafonte1;;;False;False;464;470;Fri Oct 10 16:55:54 +0000 2014;olhar_geografic;🇮🇹🇧🇷Patriota de Esquerda🇧🇷🇮🇹RESIST!💪🚩;390369171;390369171;;;;;;;
Sat Nov 21 20:39:14 +0000 2020;1330249435536879618;1330249435536879618;"RT @JornalDaCidadeO: “Alguns falam que eu fui eleito nesse sistema. Fui eleito porque tive muito voto. Fui roubado demais”

https://t.co/N1…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991154928;1231326283780497408;1231326283780497408;EvandroBandei10;Bragança, Brasil;"cristão, conservador, patriota, Rubro Negro de coração!
6a. conta";False;False;1783;2715;Sat Feb 22 21:14:16 +0000 2020;JornalDaCidadeO;Jornal da Cidade Online;994303120376303616;994303120376303616;;;;;;;
Sat Nov 21 20:39:15 +0000 2020;1330249436472205314;1330249436472205314;"RT @fabioluizfranca: Visita inapropriada e escandalosa, independentemente do assunto que tenha sido tema do encontro.

Via @estadao: Bolson…";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605991155151;49320347;49320347;RuyBURGOS;;economista, mestrado em saúde pública;False;False;612;897;Sun Jun 21 14:01:12 +0000 2009;fabioluizfranca;Fábio França;55236942;55236942;;;;;;;
Sat Nov 21 20:39:15 +0000 2020;1330249436472205314;1330249436472205314;"RT @fabioluizfranca: Visita inapropriada e escandalosa, independentemente do assunto que tenha sido tema do encontro.

Via @estadao: Bolson…";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605991155151;49320347;49320347;RuyBURGOS;;economista, mestrado em saúde pública;False;False;612;897;Sun Jun 21 14:01:12 +0000 2009;Estadao;Estadão;9317502;9317502;;;;;;;
Sat Nov 21 20:39:15 +0000 2020;1330249438141538308;1330249438141538308;"RT @felipeneto: Traduzindo o pensamento do Bolsonaro e sua corja:

""Se tem mais negro morrendo, não é porque o Brasil é racista. Não tem ra…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991155549;1257212641732329472;1257212641732329472;GabrielCosta2k;Santa Catarina, Brasil;;False;False;4;57;Mon May 04 07:37:30 +0000 2020;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:16 +0000 2020;1330249441719312393;1330249441719312393;"RT @CoronelFernand9: Na abertura de sua fala no encontro com líderes do @g20org, neste sábado (21), o Presidente Jair Bolsonaro citou ""tent…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991156402;323438097;323438097;miltonsavana;"Cuiabá, Brasil ""Bolsonarista""";https://www.instagram.com/invites/contact/?i=1f7uoxbtqdz2d&utm_content=3wx16pe;False;False;3776;4222;Fri Jun 24 20:43:31 +0000 2011;CoronelFernand9;Coronel Fernanda.;1249769581725573121;1249769581725573121;;;;;;;
Sat Nov 21 20:39:16 +0000 2020;1330249441719312393;1330249441719312393;"RT @CoronelFernand9: Na abertura de sua fala no encontro com líderes do @g20org, neste sábado (21), o Presidente Jair Bolsonaro citou ""tent…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991156402;323438097;323438097;miltonsavana;"Cuiabá, Brasil ""Bolsonarista""";https://www.instagram.com/invites/contact/?i=1f7uoxbtqdz2d&utm_content=3wx16pe;False;False;3776;4222;Fri Jun 24 20:43:31 +0000 2011;g20org;G20 Saudi Arabia;925441731331543040;925441731331543040;;;;;;;
Sat Nov 21 20:39:16 +0000 2020;1330249442822381568;1330249442822381568;RT @JornalOGlobo: Votação de Carlos Bolsonaro cai em quase todo o Rio https://t.co/m1O1jEEgsu;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991156665;955624351;955624351;LeandroCQuinto;;Historiador, DSc. em História;False;False;32;81;Sun Nov 18 14:46:46 +0000 2012;JornalOGlobo;Jornal O Globo;54341363;54341363;;;;;;False;
Sat Nov 21 20:39:16 +0000 2020;1330249443589959682;1330249443589959682;RT @PATRlOTAS: Bolsonaro hoje em Macapá - Amapá https://t.co/60fRY5JxTp;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605991156848;1204909531;1204909531;EdyEbatistam;Florianópolis, Brasil;🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷;False;False;1437;1675;Thu Feb 21 13:55:14 +0000 2013;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:39:17 +0000 2020;1330249446114865159;1330249446114865159;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605991157450;788042672657338368;788042672657338368;Nathyszera;No fundo do seu orifício anal ;SAAIII HÉTERO;False;False;59;13;Mon Oct 17 15:43:09 +0000 2016;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:17 +0000 2020;1330249446752399362;1330249446752399362;RT @taoquei1: Divulguem pra gringaiada!;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;True;low;pt;1605991157602;903764501903941633;903764501903941633;agathagatosa;Ubatuba, Brasil;politicamente incorreta, de direita. luto por um país sem corrupção.;False;False;3121;2453;Fri Sep 01 23:40:23 +0000 2017;taoquei1;TeAtualizei 🇧🇷👊🏻❤️;1087259768;1087259768;1.330191842713985e+18;1330191842713985039;;;;;
Sat Nov 21 20:39:17 +0000 2020;1330249447125737474;1330249447125737474;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991157691;1019270105325277184;1019270105325277184;ElisngelaMarch2;;;False;False;6;25;Tue Jul 17 17:18:25 +0000 2018;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:18 +0000 2020;1330249451743682563;1330249451743682563;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605991158792;370338237;370338237;luizfcaldeira;;;False;False;36;31;Thu Sep 08 21:16:12 +0000 2011;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:18 +0000 2020;1330249452104396807;1330249452104396807;"RT @Elainnefaria1: Bolsonaro: 
""Sou daltônico: não existe uma cor de pele melhor do que outras. Existem homens bons e homens maus.""
 
Eu es…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991158878;1329893853638365185;1329893853638365185;Patriota153624X;Curitiba, Brasil;"Ama o próximo como a si mesmo.

Conta n°2. Diminuam o alcance, mas seremos sempre resistência.";False;False;10;101;Fri Nov 20 21:06:35 +0000 2020;Elainnefaria1;Elainne faria🇧🇷;4925532509;4925532509;;;;;;;
Sat Nov 21 20:39:18 +0000 2020;1330249452033073154;1330249452033073154;"RT @JamilChade: Bolsonaro deixa participantes do G-20 ""em choque"" ao tratar de racismo

Delegações não esconderam constrangimento diante do…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991158861;1097897295947931654;1097897295947931654;MauroCsarAmara1;;advogado e bacharel em ciências econômicas;False;False;261;1355;Tue Feb 19 16:34:48 +0000 2019;JamilChade;Jamil Chade;224628959;224628959;;;;;;;
Sat Nov 21 20:39:19 +0000 2020;1330249453991825416;1330249453991825416;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605991159328;863495272910946305;863495272910946305;Gugaclass;Niterói, Brasil;;False;False;83;804;Sat May 13 20:44:50 +0000 2017;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:20 +0000 2020;1330249457858977792;1330249457858977792;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605991160250;1242183701208928256;1242183701208928256;uma_sul;;Mudar pra melhor, com certeza! Já tava bom. Diz que ia mudar ainda pra melhor. Já não tava muito bom. Tava meio ruim também. Tava ruim. Agora parece que piorou.;False;False;321;163;Mon Mar 23 20:17:52 +0000 2020;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:21 +0000 2020;1330249461151494151;1330249461151494151;"RT @Carmeml4: É sério que o Allan tá cutucando o Bolsonaro?...
😳 https://t.co/RLXtYslcBY";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605991161035;101584831;101584831;claudioslima;Brasil;Sou um Estudante da CULTURA RACIONAL dos Livros UNIVERSO EM DESENCANTO.Sou conservador seguindo a Natural e reconheço o valor da FAMILIA a célula da Humanidade;False;False;134;377;Sun Jan 03 22:08:33 +0000 2010;Carmeml4;Carmem 🇧🇷💛 🇧🇷 💚🇧🇷;1239041488811679745;1239041488811679745;;;;;;False;
Sat Nov 21 20:39:21 +0000 2020;1330249461369622537;1330249461369622537;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991161087;1223686219177086976;1223686219177086976;womanstyxs;euphoria.;fan account (ela/dela);False;False;3218;3249;Sat Feb 01 19:15:21 +0000 2020;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:21 +0000 2020;1330249464787972097;1330249464787972097;"RT @Valente38Carla: Presidente Bolsonaro sendo bem recepcionado pela maioria dos Macapaenses. 
Para os contra.... CHORA QUE PASSA.
#Bolsona…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991161902;1231326283780497408;1231326283780497408;EvandroBandei10;Bragança, Brasil;"cristão, conservador, patriota, Rubro Negro de coração!
6a. conta";False;False;1783;2715;Sat Feb 22 21:14:16 +0000 2020;Valente38Carla;Carla Valente;230344210;230344210;;;;;;;
Sat Nov 21 20:39:22 +0000 2020;1330249468508319747;1330249468508319747;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605991162789;54635753;54635753;roselucianabsb;Brasil/ Guarapari ES ;"To be or not to be, that's the question...   
Or not.";False;False;163;612;Tue Jul 07 18:35:58 +0000 2009;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:23 +0000 2020;1330249473340137472;1330249473340137472;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991163941;94385431;94385431;collaresvictor;Rio de Janeiro, Brazil;Fashion Photographer & Creative Director;False;False;2438;188;Thu Dec 03 18:33:12 +0000 2009;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:24 +0000 2020;1330249474883653637;1330249474883653637;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991164309;3327664708;3327664708;voutelambert;Campo Grande, MS;.;False;False;468;396;Mon Jun 15 18:09:56 +0000 2015;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:25 +0000 2020;1330249477844852739;1330249477844852739;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991165015;950964445651656705;950964445651656705;fmcarvalh;São Luís, Brasil;não adianta se envolver q eu gosto é de ex;False;False;859;704;Wed Jan 10 05:36:06 +0000 2018;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:39:25 +0000 2020;1330249481632223232;1330249481632223232;RT @ch4rmito: Acabou a onda..🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/3fc93fUW3E;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;True;low;pt;1605991165918;1275751830;1275751830;i_crisol;;não se preocupe com o amanhã, pois o amanhã trará as suas próprias preocupações Mateus 6:34;False;False;584;351;Sun Mar 17 19:10:22 +0000 2013;ch4rmito;Ch4rmito Bolsoringa;1327196517661351941;1327196517661351941;1.3302456324020716e+18;1330245632402071555;;;;False;
Sat Nov 21 20:39:26 +0000 2020;1330249484874502146;1330249484874502146;RT @MarceloPatriot6: @JornalDaCidadeO O Aécio teve mais votos que a Dilma. Bolsonaro venceu no primeiro turno.;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991166691;946190637212340225;946190637212340225;santoadeval;Mandaqui, São Paulo;Conservador, Antiptralha e Anticomunista. Defensor das liberdades individuais e de mercado. Defensor da Família. Cristão e Patriota.;False;False;712;941;Thu Dec 28 01:26:42 +0000 2017;MarceloPatriot6;Marcelo Patriota;1217216773914791936;1217216773914791936;;;;;;;
Sat Nov 21 20:39:26 +0000 2020;1330249484874502146;1330249484874502146;RT @MarceloPatriot6: @JornalDaCidadeO O Aécio teve mais votos que a Dilma. Bolsonaro venceu no primeiro turno.;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991166691;946190637212340225;946190637212340225;santoadeval;Mandaqui, São Paulo;Conservador, Antiptralha e Anticomunista. Defensor das liberdades individuais e de mercado. Defensor da Família. Cristão e Patriota.;False;False;712;941;Thu Dec 28 01:26:42 +0000 2017;JornalDaCidadeO;Jornal da Cidade Online;994303120376303616;994303120376303616;;;;;;;
Sat Nov 21 20:39:26 +0000 2020;1330249485440724992;1330249485440724992;RT @BlogdoNoblat: A decisão de Bolsonaro de usar a cúpula do G-20 para reclamar de protestos contra o racismo no Brasil gerou um amplo cons…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605991166826;1064986794595418113;1064986794595418113;DTaturanah;;;False;False;190;373;Tue Nov 20 21:00:13 +0000 2018;BlogdoNoblat;Blog do Noblat;16794066;16794066;;;;;;;
